#Dp;INSEE;Commune;Pfx;Habitants;Densité
02;02354;Grandrieux;;102;23
02;02355;Gricourt;;761;77
02;02356;Grisolles;;152;14
02;02357;Gronard;;79;11
02;02358;Grougis;;320;28
02;02359;Grugies;;948;187
02;02360;Guignicourt;;2008;113
02;02361;Guise;;5976;370
02;02362;Guivry;;229;32
02;02363;Guny;;508;55
02;02364;Guyencourt;;191;45
02;02366;Hannapes;;272;30
02;02367;Happencourt;;167;32
02;02368;Haramont;;518;42
02;02369;Harcigny;;275;36
02;02370;Hargicourt;;557;69
02;02371;Harly;;1892;503
02;02372;Hartennes-et-Taux;;355;56
02;02373;Hary;;221;20
02;02374;Haucourt ;le;803;86
02;02375;Hautevesnes;;102;14
02;02376;Hauteville;;166;23
02;02377;Haution;;184;20
02;02378;Hérie ;la;168;40
02;02379;Hérie-la-Viéville ;le;197;21
02;02380;Hinacourt;;46;15
02;02381;Hirson;;10173;301
02;02382;Holnon;;1199;188
02;02383;Homblières;;1495;105
02;02384;Houry;;57;16
02;02385;Housset;;165;13
02;02386;Iron;;284;30
02;02387;Itancourt;;998;140
02;02388;Iviers;;195;26
02;02389;Jaulgonne;;587;330
02;02390;Jeancourt;;253;43
02;02391;Jeantes;;230;15
02;02392;Joncourt;;302;42
02;02393;Jouaignes;;133;17
02;02395;Jumencourt;;111;18
02;02396;Jumigny;;60;24
02;02397;Jussy;;1247;93
02;02398;Juvigny;;283;20
02;02399;Juvincourt-et-Damary;;392;13
02;02400;Laffaux;;144;21
02;02401;Laigny;;258;24
02;02402;Lanchy;;54;15
02;02403;Landifay-et-Bertaignemont;;312;16
02;02404;Landouzy-la-Cour;;194;19
02;02405;Landouzy-la-Ville;;578;37
02;02406;Landricourt;;92;16
02;02407;Laniscourt;;172;57
02;02408;Laon;;26490;630
02;02409;Lappion;;252;11
02;02410;Largny-sur-Automne;;244;26
02;02411;Latilly;;179;19
02;02412;Launoy;;63;7
02;02413;Laval-en-Laonnois;;202;45
02;02414;Lavaqueresse;;224;50
02;02415;Laversine;;84;12
02;02416;Lemé;;478;42
02;02417;Lempire;;127;48
02;02418;Lerzy;;209;18
02;02419;Leschelles;;305;21
02;02420;Lesdins;;855;80
02;02421;Lesges;;84;13
02;02422;Lesquielles-St-Germain;;832;51
02;02423;Leuilly-sous-Coucy;;415;33
02;02424;Leury;;135;37
02;02425;Leuze;;173;17
02;02426;Levergies;;601;78
02;02427;Lhuys;;106;21
02;02428;Licy-Clignon;;63;15
02;02429;Lierval;;107;28
02;02430;Liesse-Notre-Dame;;1395;140
02;02431;Liez;;492;90
02;02432;Limé;;155;28
02;02433;Lislet;;242;30
02;02434;Lizy;;193;52
02;02435;Logny-lès-Aubenton;;82;10
02;02438;Longpont;;298;27
02;02439;Longueval-Barbonval;;358;41
02;02440;Lor;;111;13
02;02441;Louâtre;;203;18
02;02442;Loupeigne;;95;13
02;02443;Lucy-le-Bocage;;141;18
02;02444;Lugny;;153;32
02;02445;Luzoir;;301;27
02;02446;Ly-Fontaine;;72;21
02;02447;Maast-et-Violaine;;157;14
02;02448;Mâchecourt;;105;10
02;02449;Macogny;;53;9
02;02450;Macquigny;;346;17
02;02451;Magny-la-Fosse;;160;44
02;02452;Maissemy;;157;19
02;02453;Maizy;;394;56
02;02454;Malmaison ;la;337;13
02;02455;Malzy;;195;19
02;02456;Manicamp;;333;33
02;02457;Marchais;;364;24
02;02458;Marchais-en-Brie;;231;18
02;02459;Marcy;;178;24
02;02460;Marcy-sous-Marle;;235;54
02;02461;Marest-Dampcourt;;340;41
02;02462;Mareuil-en-Dôle;;181;21
02;02463;Marfontaine;;87;9
02;02464;Margival;;321;59
02;02465;Marigny-en-Orxois;;337;22
02;02466;Marizy-Ste-Geneviève;;98;13
02;02467;Marizy-St-Mard;;49;11
02;02468;Marle;;2669;194
02;02469;Marly-Gomont;;464;36
02;02470;Martigny;;457;27
02;02471;Martigny-Courpierre;;103;23
02;02472;Mauregny-en-Haye;;420;40
02;02473;Mayot;;182;53
02;02474;Mennessis;;372;71
02;02475;Menneville;;252;35
02;02476;Mennevret;;656;55
02;02477;Mercin-et-Vaux;;876;113
02;02478;Merlieux-et-Fouquerolles;;185;32
02;02479;Merval;;71;21
02;02480;Mesbrecourt-Richecourt;;354;39
02;02481;Mesnil-St-Laurent;;430;79
02;02482;Meurival;;51;18
02;02483;Mézières-sur-Oise;;569;59
02;02484;Mézy-Moulins;;370;83
02;02485;Missy-aux-Bois;;107;35
02;02486;Missy-lès-Pierrepont;;89;13
02;02487;Missy-sur-Aisne;;597;184
02;02488;Molain;;156;86
02;02489;Molinchart;;271;61
02;02490;Monampteuil;;123;21
02;02491;Monceau-le-Neuf-et-Faucouzy;;348;18
02;02492;Monceau-lès-Leups;;367;28
02;02493;Monceau-le-Waast;;259;48
02;02494;Monceau-sur-Oise;;127;22
02;02495;Mondrepuis;;1006;49
02;02496;Monnes;;84;17
02;02497;Mons-en-Laonnois;;999;244
02;02498;Montaigu;;673;29
02;02499;Montbavin;;42;8
02;02500;Montbrehain;;898;91
02;02501;Montchâlons;;65;10
02;02502;Montcornet;;1755;306
02;02503;Mont-d'Origny;;957;71
02;02504;Montescourt-Lizerolles;;1460;232
02;02505;Montfaucon;;163;11
02;02506;Montgobert;;194;17
02;02507;Montgru-St-Hilaire;;37;11
02;02508;Monthenault;;102;35
02;02509;Monthiers;;111;15
02;02510;Monthurel;;117;30
02;02511;Montigny-en-Arrouaise;;300;31
02;02512;Montigny-l'Allier;;202;20
02;02513;Montigny-le-Franc;;210;21
02;02514;Montigny-Lengrain;;585;51
02;02515;Montigny-lès-Condé;;52;11
02;02516;Montigny-sous-Marle;;77;11
02;02517;Montigny-sur-Crécy;;306;36
02;02518;Montlevon;;249;11
02;02519;Montloué;;196;13
02;02520;Mont-Notre-Dame;;617;62
02;02521;Montreuil-aux-Lions;;1001;77
02;02522;Mont-St-Jean;;82;21
02;02523;Mont-St-Martin;;37;6
02;02524;Mont-St-Père;;544;51
02;02525;Morcourt;;580;96
02;02526;Morgny-en-Thiérache;;110;16
02;02527;Morsain;;398;28
02;02528;Mortefontaine;;250;21
02;02529;Mortiers;;207;32
02;02530;Moulins;;86;54
02;02531;Moussy-Verneuil;;103;16
02;02532;Moó-de-l'Aisne;;1017;162
02;02533;Muret-et-Crouttes;;88;17
02;02534;Muscourt;;40;18
02;02535;Nampcelles-la-Cour;;141;13
02;02536;Nampteuil-sous-Muret;;102;30
02;02537;Nanteuil-la-Fosse;;147;20
02;02538;Nanteuil-Notre-Dame;;76;20
02;02539;Nauroy;;728;116
02;02540;Nesles-la-Montagne;;928;54
02;02541;Neufchâtel-sur-Aisne;;483;169
02;02542;Neuflieux;;93;49
02;02543;Neuilly-St-Front;;1993;111
02;02544;Neuve-Maison;;669;79
02;02545;Neuville-Bosmont ;la;169;17
02;02546;Neuville-en-Beine ;la;148;39
02;02547;Neuville-Housset ;la;63;13
02;02548;Neuville-lès-Dorengt ;la;359;33
02;02549;Neuville-St-Amand;;916;111
02;02550;Neuville-sur-Ailette;;71;16
02;02551;Neuville-sur-Margival;;58;16
02;02552;Neuvillette;;185;29
02;02553;Nizy-le-Comte;;268;8
02;02554;Nogentel;;1128;163
02;02555;Nogent-l'Artaud;;1852;77
02;02556;Noircourt;;101;19
02;02557;Noroy-sur-Ourcq;;91;18
02;02558;Nouvion-en-Thiérache ;le;2905;60
02;02559;Nouvion-et-Catillon;;547;33
02;02560;Nouvion-le-Comte;;281;35
02;02561;Nouvion-le-Vineux;;188;53
02;02562;Nouvron-Vingré;;193;21
02;02563;Noyales;;153;21
02;02564;Noyant-et-Aconin;;481;105
02;02565;OEuilly;;215;75
02;02566;Ognes;;1169;190
02;02567;Ohis;;332;51
02;02568;Oigny-en-Valois;;188;16
02;02569;Oisy;;473;44
02;02570;Ollezy;;151;28
02;02571;Omissy;;754;106
02;02572;Orainville;;277;32
02;02573;Orgeval;;60;25
02;02574;Origny-en-Thiérache;;1557;94
02;02575;Origny-Ste-Benoite;;1822;78
02;02576;Osly-Courtil;;260;50
02;02577;Ostel;;96;11
02;02578;Oulches-la-Vallée-Foulon;;49;11
02;02579;Oulchy-la-Ville;;116;16
02;02580;Oulchy-le-Château;;856;57
02;02581;Paars;;180;35
02;02582;Paissy;;66;9
02;02583;Pancy-Courtecon;;56;9
02;02584;Papleux;;91;47
02;02585;Parcy-et-Tigny;;241;23
02;02586;Parfondeval;;177;16
02;02587;Parfondru;;303;33
02;02588;Pargnan;;35;15
02;02589;Pargny-Filain;;195;39
02;02590;Pargny-la-Dhuys;;156;12
02;02591;Pargny-les-Bois;;153;22
02;02592;Parpeville;;216;14
02;02593;Pasly;;1119;371
02;02594;Passy-en-Valois;;123;36
02;02595;Passy-sur-Marne;;121;33
02;02596;Pavant;;732;135
02;02597;Perles;;56;15
02;02598;Pernant;;621;63
02;02599;Pierremande;;261;34
02;02600;Pierrepont;;394;37
02;02601;Pignicourt;;96;14
02;02602;Pinon;;1773;187
02;02604;Pithon;;110;45
02;02605;Pleine-Selve;;187;31
02;02606;Plessier-Huleu ;le;44;8
02;02607;Ploisy;;86;30
02;02608;Plomion;;527;32
02;02609;Ployart-et-Vaurseine;;18;4
02;02610;Pommiers;;646;97
02;02612;Pont-Arcy;;110;35
02;02613;Pontavert;;416;31
02;02614;Pontru;;247;16
02;02615;Pontruet;;287;43
02;02616;Pont-St-Mard;;195;29
02;02617;Pouilly-sur-Serre;;525;53
02;02618;Prémont;;675;55
02;02619;Prémontré;;1070;128
02;02620;Presles-et-Boves;;347;36
02;02621;Presles-et-Thierny;;325;39
02;02622;Priez;;36;7
02;02623;Prisces;;140;21
02;02624;Proisy;;309;59
02;02625;Proix;;140;41
02;02626;Prouvais;;438;24
02;02627;Proviseux-et-Plesnoy;;110;10
02;02628;Puiseux-en-Retz;;229;23
02;02629;Puisieux-et-Clanlieu;;288;17
02;02630;Quessy;;3212;950
02;02631;Quierzy;;362;45
02;02632;Quincy-Basse;;60;16
02;02633;Quincy-sous-le-Mont;;37;7
02;02634;Raillimont;;86;18
02;02635;Ramicourt;;169;44
02;02636;Regny;;234;20
02;02637;Remaucourt;;406;64
02;02638;Remies;;220;24
02;02639;Remigny;;360;36
02;02640;Renansart;;175;20
02;02641;Renneval;;163;24
02;02642;Résigny;;238;30
02;02643;Ressons-le-Long;;711;67
02;02644;Retheuil;;306;21
02;02645;Reuilly-Sauvigny;;189;29
02;02646;Révillon;;41;18
02;02647;Ribeauville;;86;24
02;02648;Ribemont;;2227;83
02;02649;Rocourt-St-Martin;;284;49
02;02650;Rocquigny;;424;39
02;02651;Rogécourt;;91;16
02;02652;Rogny;;129;23
02;02653;Romeny-sur-Marne;;363;86
02;02654;Romery;;58;15
02;02655;Ronchères;;135;22
02;02656;Roucy;;281;40
02;02657;Rougeries;;257;62
02;02658;Roupy;;295;50
02;02659;Rouvroy;;464;92
02;02660;Rouvroy-sur-Serre;;70;18
02;02661;Royaucourt-et-Chailvet;;201;66
02;02662;Rozet-St-Albin;;276;35
02;02663;Rozières-sur-Crise;;271;37
02;02664;Rozoy-Bellevalle;;94;14
02;02665;Grand-Rozoy;;248;20
02;02666;Rozoy-sur-Serre;;1095;66
02;02667;Saconin-et-Breuil;;233;27
02;02668;Sains-Richaumont;;1053;85
02;02669;St-Agnan;;102;13
02;02670;St-Algis;;174;25
02;02671;St-Aubin;;239;29
02;02672;St-Bandry;;202;34
02;02673;St-Christophe-à-Berry;;340;44
02;02674;St-Clément;;69;14
02;02675;Ste-Croix;;115;34
02;02676;St-Erme-Outre-et-Ramecourt;;1867;93
02;02677;St-Eugène;;191;28
02;02678;Ste-Geneviève;;85;19
02;02679;St-Gengoulph;;83;11
02;02680;St-Gobain;;2321;78
02;02681;St-Gobert;;312;40
02;02682;St-Mard;;87;19
02;02683;St-Martin-Rivière;;108;20
02;02684;St-Michel;;3783;90
02;02685;St-Nicolas-aux-Bois;;111;17
02;02686;St-Paul-aux-Bois;;385;35
02;02687;St-Pierre-Aigle;;289;24
02;02688;St-Pierre-lès-Franqueville;;52;7
02;02689;St-Pierremont;;60;9
02;02690;Ste-Preuve;;75;8
02;02691;St-Quentin;;60644;2688
02;02693;St-Rémy-Blanzy;;212;15
02;02694;St-Simon;;687;108
02;02695;St-Thibaut;;45;11
02;02696;St-Thomas;;80;32
02;02697;Samoussy;;410;16
02;02698;Sancy-les-Cheminots;;85;19
02;02699;Saponay;;237;24
02;02701;Saulchery;;592;225
02;02702;Savy;;702;94
02;02703;Seboncourt;;1103;94
02;02704;Selens;;214;28
02;02705;Selve ;la;186;39
02;02706;Septmonts;;515;107
02;02707;Septvaux;;183;21
02;02708;Sequehart;;233;37
02;02709;Serain;;404;61
02;02710;Seraucourt-le-Grand;;738;70
02;02711;Serches;;304;33
02;02712;Sergy;;134;10
02;02713;Seringes-et-Nesles;;245;18
02;02714;Sermoise;;361;66
02;02715;Serval;;39;18
02;02716;Servais;;250;45
02;02717;Séry-lès-Mézières;;644;56
02;02718;Silly-la-Poterie;;132;57
02;02719;Sinceny;;2078;158
02;02720;Sissonne;;2315;43
02;02721;Sissy;;483;45
02;02722;Soissons;;29829;2421
02;02723;Soize;;104;18
02;02724;Sommelans;;50;12
02;02725;Sommeron;;123;26
02;02726;Sommette-Eaucourt;;150;24
02;02727;Sons-et-Ronchères;;253;27
02;02728;Sorbais;;308;22
02;02729;Soucy;;68;13
02;02730;Soupir;;287;28
02;02731;Sourd ;le;161;22
02;02732;Surfontaine;;66;10
02;02733;Suzy;;291;30
02;02734;Taillefontaine;;270;25
02;02735;Tannières;;26;10
02;02736;Tartiers;;180;20
02;02737;Tavaux-et-Pontséricourt;;622;24
02;02738;Tergnier;;11698;803
02;02739;Terny-Sorny;;315;45
02;02740;Thenailles;;303;18
02;02741;Thenelles;;623;89
02;02742;Thiernu;;145;24
02;02743;Thuel ;le;154;22
02;02744;Torcy-en-Valois;;80;22
02;02745;Toulis-et-Attencourt;;137;18
02;02746;Travecy;;614;42
02;02747;Trefcon;;83;21
02;02748;Trélou-sur-Marne;;854;42
02;02749;Troësnes;;188;71
02;02750;Trosly-Loire;;623;41
02;02751;Trucy;;112;37
02;02752;Tugny-et-Pont;;288;49
02;02753;Tupigny;;348;27
02;02754;Ugny-le-Gay;;148;25
02;02755;Urcel;;502;70
02;02756;Urvillers;;623;46
02;02757;Vadencourt;;631;52
02;02758;Vailly-sur-Aisne;;1980;199
02;02759;Vallée-au-Blé ;la;366;71
02;02760;Vallée-Mulâtre ;la;148;28
02;02761;Variscourt;;110;20
02;02762;Vassens;;105;11
02;02763;Vasseny;;131;41
02;02764;Vassogne;;61;21
02;02765;Vaucelles-et-Beffecourt;;213;53
02;02766;Vaudesson;;153;18
02;02767;Vauxreziz;;347;53
02;02768;Vauxaillon;;326;24
02;02769;Vaux-Andigny;;833;53
02;02770;Vauxbuin;;905;181
02;02771;Vauxcéré;;83;14
02;02772;Vaux-en-Vermandois;;125;32
02;02773;Vauxtin;;36;16
02;02774;Vendelles;;121;23
02;02775;Vendeuil;;881;61
02;02776;Vendhuile;;450;41
02;02777;Vendières;;121;10
02;02778;Vendresse-Beaulne;;83;10
02;02779;Vénérolles;;260;29
02;02780;Venizel;;1522;410
02;02781;Verdilly;;386;76
02;02782;Verguier ;le;225;53
02;02783;Grand-Verly;;136;36
02;02784;Petit-Verly;;150;29
02;02785;Vermand;;1118;71
02;02786;Verneuil-sous-Coucy;;171;37
02;02787;Verneuil-sur-Serre;;259;33
02;02788;Versigny;;485;38
02;02789;Vervins;;2663;257
02;02790;Vesles-et-Caumont;;182;18
02;02791;Veslud;;222;54
02;02792;Veuilly-la-Poterie;;107;14
02;02793;Vézaponin;;117;37
02;02794;Vézilly;;88;8
02;02795;Vic-sur-Aisne;;1775;339
02;02796;Vichel-Nanteuil;;88;14
02;02797;Viel-Arcy;;131;20
02;02798;Viels-Maisons;;869;41
02;02799;Vierzy;;354;28
02;02800;Viffort;;236;24
02;02801;Vigneux-Hocquet;;297;22
02;02802;Ville-aux-Bois-lès-Dizy ;la;210;21
02;02803;Ville-aux-Bois-lès-Pontavert ;;109;13
02;02804;Villemontoire;;221;29
02;02805;Villeneuve-St-Germain;;2580;568
02;02806;Villeneuve-sur-Fère;;239;23
02;02807;Villequier-Aumont;;603;49
02;02808;Villeret;;293;74
02;02809;Villers-Agron-Aiguizy;;80;6
02;02810;Villers-Cotterêts;;8867;213
02;02811;Villers-en-Prayères;;118;21
02;02812;Villers-Hélon;;173;21
02;02813;Villers-le-Sec;;237;22
02;02814;Villers-lès-Guise;;203;25
02;02815;Villers-St-Christophe;;430;48
02;02816;Villers-sur-Fère;;458;42
02;02817;Ville-Savoye;;55;21
02;02818;Villiers-St-Denis;;798;105
02;02819;Vincy-Reuil-et-Magny;;140;12
02;02820;Viry-Noureuil;;1839;104
02;02821;Vivaise;;704;78
02;02822;Vivières;;337;24
02;02823;Voharies;;78;23
02;02824;Vorges;;388;81
02;02826;Voulpaix;;404;35
02;02827;Voyenne;;266;19
02;02828;Vregny;;101;22
02;02829;Vuillery;;31;28
02;02830;Wassigny;;1043;154
02;02831;Watigny;;418;20
02;02832;Wiège-Faty;;180;24
02;02833;Wimy;;485;40
02;02834;Wissignicourt;;150;34
03;03001;Abrest;;2544;243
03;03002;Agonges;;300;12
03;03003;Ainay-le-Château;;1458;61
03;03004;Andelaroche;;288;14
03;03005;Archignat;;275;11
03;03006;Arfeuilles;;843;14
03;03007;Arpheuilles-St-Priest;;334;17
03;03008;Arronnes;;299;11
03;03009;Aubigny;;101;6
03;03010;Audes;;461;16
03;03011;Aurouër;;302;11
03;03012;Autry-Issards;;327;17
03;03013;Avermes;;3892;249
03;03014;Avrilly;;159;14
03;03015;Bagneux;;276;11
03;03016;Barberier;;108;13
03;03017;Barrais-Bussolles;;215;8
03;03018;Bayet;;556;25
03;03019;Beaulon;;1744;27
03;03020;Beaune-d'Allier;;280;12
03;03021;Bègues;;193;23
03;03022;Bellenaves;;1006;29
03;03023;Bellerive-sur-Allier;;8543;450
03;03024;Bert;;315;13
03;03025;Bessay-sur-Allier;;1329;38
03;03026;Besson;;786;17
03;03027;Bézenet;;922;93
03;03028;Billezois;;345;22
03;03029;Billy;;1007;99
03;03030;Biozat;;716;43
03;03031;Bizeneuille;;292;10
03;03032;Blomard;;228;10
03;03033;Bost;;153;16
03;03034;Boucé;;532;25
03;03035;Bouchaud ;le;253;11
03;03036;Bourbon-l'Archambault;;2630;48
03;03037;Braize;;254;12
03;03038;Bransat;;484;31
03;03039;Bresnay;;395;17
03;03040;Bressolles;;957;41
03;03041;Brethon ;le;395;9
03;03042;Breuil ;le;571;17
03;03043;Broût-Vernet;;1035;33
03;03044;Brugheas;;1213;45
03;03045;Busset;;881;24
03;03046;Buxières-les-Mines;;1241;26
03;03047;Celle ;la;405;13
03;03048;Cérilly;;1591;23
03;03049;Cesset;;292;24
03;03050;Chabanne ;la;215;11
03;03051;Chambérat;;332;12
03;03052;Chamblet;;1046;51
03;03053;Chantelle;;1043;95
03;03054;Chapeau;;264;8
03;03055;Chapelaude ;la;982;34
03;03056;Chapelle ;la;360;17
03;03057;Chapelle-aux-Chasses ;la;250;10
03;03058;Chappes;;219;12
03;03059;Chareil-Cintrat;;311;24
03;03060;Charmeil;;564;76
03;03061;Charmes;;328;40
03;03062;Charroux;;324;31
03;03063;Chassenard;;1017;40
03;03064;Château-sur-Allier;;208;7
03;03065;Châtel-de-Neuvre;;512;26
03;03066;Châtel-Montagne;;400;11
03;03067;Châtelperron;;189;9
03;03068;Châtelus;;140;21
03;03069;Châtillon;;282;22
03;03070;Chavenon;;155;9
03;03071;Chavroches;;270;27
03;03072;Chazemais;;401;14
03;03073;Chemilly;;608;36
03;03074;Chevagnes;;729;15
03;03075;Chezelle;;122;17
03;03076;Chézy;;244;7
03;03077;Chirat-l'Eglise;;129;7
03;03078;Chouvigny;;240;18
03;03079;Cindré;;313;14
03;03080;Cognat-Lyonne;;556;44
03;03081;Colombier;;331;26
03;03082;Commentry;;8021;383
03;03083;Contigny;;542;30
03;03084;Cosne-d'Allier;;2453;97
03;03085;Coulandon;;554;32
03;03086;Coulanges;;339;14
03;03087;Couleuvre;;716;13
03;03088;Courçais;;311;12
03;03089;Coutansouze;;103;8
03;03090;Couzon;;290;15
03;03091;Créchy;;481;41
03;03092;Cressanges;;715;17
03;03093;Creuzier-le-Neuf;;937;86
03;03094;Creuzier-le-Vieux;;2751;242
03;03095;Cusset;;13567;425
03;03096;Deneuille-lès-Chantelle;;80;10
03;03097;Deneuille-les-Mines;;338;14
03;03098;Désertines;;4961;595
03;03099;Deux-Chaises;;438;11
03;03100;Diou;;1650;66
03;03101;Domérat;;8875;250
03;03102;Dompierre-sur-Besbre;;3807;83
03;03103;Donjon ;le;1258;34
03;03104;Doyet;;1203;44
03;03105;Droiturier;;433;20
03;03106;Durdat-Larequille;;1139;47
03;03107;Ebreuil;;1148;49
03;03108;Echassières;;349;15
03;03109;Escurolles;;668;50
03;03110;Espinasse-Vozelle;;736;41
03;03111;Estivareilles;;1104;98
03;03112;Etroussat;;647;50
03;03113;Ferrières-sur-Sichon;;632;16
03;03114;Ferté-Hauterive ;la;273;14
03;03115;Fleuriel;;330;12
03;03116;Fourilles;;194;28
03;03117;Franchesse;;532;13
03;03118;Gannat;;5919;161
03;03119;Gannay-sur-Loire;;491;15
03;03120;Garnat-sur-Engièvre;;715;38
03;03121;Gennetines;;554;14
03;03122;Gipcy;;273;10
03;03123;Givarlais;;251;17
03;03124;Gouise;;220;10
03;03125;Guillermie ;la;155;13
03;03126;Hauterive;;1077;133
03;03127;Hérisson;;801;25
03;03128;Huriel;;2606;75
03;03129;Hyds;;393;21
03;03130;Isle-et-Bardais;;355;8
03;03131;Isserpent;;511;19
03;03132;Jaligny-sur-Besbre;;762;79
03;03133;Jenzat;;439;38
03;03134;Laféline;;178;8
03;03135;Lalizolle;;347;15
03;03136;Lamaids;;134;17
03;03137;Langy;;194;26
03;03138;Lapalisse;;3603;109
03;03139;Laprugne;;509;15
03;03140;Lavault-Ste-Anne;;1131;125
03;03141;Lavoine;;218;12
03;03142;Lenax;;360;13
03;03143;Lételon;;143;22
03;03144;Liernolles;;309;8
03;03145;Lignerolles;;579;49
03;03146;Limoise;;156;12
03;03147;Loddes;;190;8
03;03148;Loriges;;323;34
03;03149;Louchy-Montfand;;378;71
03;03150;Louroux-Bourbonnais;;256;8
03;03151;Louroux-de-Beaune;;199;19
03;03152;Louroux-de-Bouble;;268;16
03;03153;Louroux-Hodement;;280;10
03;03154;Luneau;;335;12
03;03155;Lurcy-Lévis;;2080;29
03;03156;Lusigny;;1575;35
03;03157;Magnet;;656;52
03;03158;Maillet;;309;12
03;03159;Malicorne;;822;69
03;03160;Marcenat;;330;18
03;03161;Marcillat-en-Combraille;;866;25
03;03162;Marigny;;221;13
03;03163;Mariol;;714;76
03;03164;Mayet-d'Ecole ;le;272;40
03;03165;Mayet-de-Montagne ;le;1609;55
03;03166;Mazerier;;299;41
03;03167;Mazirat;;301;15
03;03168;Meaulne;;808;38
03;03169;Meillard;;280;11
03;03170;Meillers;;173;7
03;03171;Mercy;;350;12
03;03172;Mesples;;149;10
03;03173;Molinet;;1264;49
03;03174;Molles;;732;27
03;03175;Monestier;;282;10
03;03176;Monétay-sur-Allier;;393;33
03;03177;Monétay-sur-Loire;;339;11
03;03178;Montaiguët-en-Forez;;357;16
03;03179;Montaigu-le-Blin;;374;29
03;03180;Montbeugny;;557;17
03;03181;Montcombroux-les-Mines;;439;19
03;03182;Monteignet-sur-l'Andelot;;287;31
03;03183;Montet ;le;534;302
03;03184;Montilly;;528;24
03;03185;Montluçon;;44248;2141
03;03186;Montmarault;;1597;177
03;03187;Montoldre;;645;34
03;03188;Montord;;208;47
03;03189;Montvicq;;677;68
03;03190;Moulins;;22799;2648
03;03191;Murat;;301;15
03;03192;Nades;;108;13
03;03193;Nassigny;;156;9
03;03194;Naves;;108;13
03;03195;Néris-les-Bains;;2831;85
03;03196;Neuilly-en-Donjon;;309;12
03;03197;Neuilly-le-Réal;;1287;27
03;03198;Neure;;152;13
03;03200;Neuvy;;1563;82
03;03201;Nizerolles;;289;16
03;03202;Noyant-d'Allier;;921;44
03;03203;Paray-le-Frésil;;469;13
03;03204;Paray-sous-Briailles;;495;22
03;03205;Périgny;;416;15
03;03206;Petite-Marche ;la;210;14
03;03207;Pierrefitte-sur-Loire;;609;24
03;03208;Pin ;le;413;19
03;03209;Poëzat;;127;60
03;03210;Pouzy-Mésangy;;429;12
03;03211;Prémilhat;;2051;97
03;03212;Quinssaines;;1071;42
03;03213;Reugny;;263;34
03;03214;Rocles;;367;17
03;03215;Rongères;;570;64
03;03216;Ronnet;;159;8
03;03217;St-Angel;;629;25
03;03218;St-Aubin-le-Monial;;269;12
03;03219;St-Bonnet-de-Four;;227;12
03;03220;St-Bonnet-de-Rochefort;;712;44
03;03221;St-Bonnet-Tronçais;;913;33
03;03222;St-Caprais;;112;6
03;03223;St-Christophe;;475;17
03;03224;St-Clément;;328;13
03;03225;St-Désiré;;442;11
03;03226;St-Didier-en-Donjon;;311;9
03;03227;St-Didier-la-Forêt;;375;11
03;03228;St-Eloy-d'Allier;;63;5
03;03229;St-Ennemond;;649;17
03;03230;St-Etienne-de-Vicq;;406;21
03;03231;St-Fargeol;;229;22
03;03232;St-Félix;;248;48
03;03233;St-Genest;;322;21
03;03234;St-Gérand-de-Vaux;;506;13
03;03235;St-Gérand-le-Puy;;1064;54
03;03236;St-Germain-des-Fossés;;3727;449
03;03237;St-Germain-de-Salles;;445;38
03;03238;St-Hilaire;;595;29
03;03239;St-Léger-sur-Vouzance;;350;19
03;03240;St-Léon;;721;21
03;03241;St-Léopardin-d'Augy;;345;9
03;03242;St-Loup;;619;35
03;03243;St-Marcel-en-Murat;;179;11
03;03244;St-Marcel-en-Marcillat;;188;18
03;03245;St-Martin-des-Lais;;174;10
03;03246;St-Martinien;;533;21
03;03247;St-Menoux;;986;36
03;03248;St-Nicolas-des-Biefs;;145;5
03;03249;St-Palais;;204;10
03;03250;St-Pierre-Laval;;416;17
03;03251;St-Plaisir;;388;7
03;03252;St-Pont;;435;35
03;03253;St-Pourçain-sur-Besbre;;423;13
03;03254;St-Pourçain-sur-Sioule;;5159;145
03;03255;St-Priest-d'Andelot;;134;16
03;03256;St-Priest-en-Murat;;243;10
03;03257;St-Prix;;840;39
03;03258;St-Rémy-en-Rollat;;1407;68
03;03259;St-Sauvier;;377;12
03;03260;St-Sornin;;210;11
03;03261;Ste-Thérence;;156;12
03;03262;St-Victor;;1752;75
03;03263;St-Voir;;196;8
03;03264;St-Yorre;;3003;473
03;03265;Saligny-sur-Roudon;;811;14
03;03266;Sanssat;;287;34
03;03267;Saulcet;;589;74
03;03268;Saulzet;;340;37
03;03269;Sauvagny;;123;6
03;03270;Sazeret;;153;9
03;03271;Serbannes;;757;53
03;03272;Servilly;;284;23
03;03273;Seuillet;;385;39
03;03274;Sorbier;;310;18
03;03275;Souvigny;;2024;46
03;03276;Sussat;;79;10
03;03277;Target;;264;10
03;03278;Taxat-Senat;;213;16
03;03279;Teillet-Argenty;;474;22
03;03280;Terjat;;238;13
03;03281;Theil ;le;456;16
03;03282;Theneuille;;449;11
03;03283;Thiel-sur-Acolin;;1032;18
03;03284;Thionne;;337;13
03;03285;Tortezais;;149;6
03;03286;Toulon-sur-Allier;;1115;29
03;03287;Treban;;386;15
03;03288;Treignat;;531;18
03;03289;Treteau;;560;18
03;03290;Trévol;;1405;34
03;03291;Trézelles;;414;23
03;03292;Tronget;;1058;34
03;03293;Urçay;;294;24
03;03294;Ussel-d'Allier;;147;18
03;03295;Valignat;;42;18
